,text,Prediction
0,  directo llegada  jefe  ejecutivo     s m   rey   presidentes  presidentas autonómicos  convento  san esteban  salamanca    celebra   xxiv conferencia  presidentes   ,autopromocio
0,  directo  llegada  jefe  ejecutivo     s m   rey   presidentes  presidentas autonómicos  convento  san esteban  salamanca    celebra   xxiv conferencia  presidentes   ,autopromocio
0, pg     presenta  cumpliendo2021    ejercicio  rendición  cuentas   acción  gobierno     edición   informe analiza  evolución   cumplimiento   compromisos adquiridos   investidura   30  junio  2021  hilo    ,presidencia
0, noticia    cerrado anoche  acuerdo   pesca sostenible    unión europea   mauritania   españa   país  beneficiado   protocolo  permitirá  continuidad    flota    caladero          ,inmigracio
0,imaginen  país  lidera  vacunación   previsiones  crecimiento   país  españa      duro  toca elegir recuperación  crispación   gobierno      mayoría   sociedad     esperanza   acuerdo   progreso   cumpliendo2021  ,presidencia
0,   dejar   atrás    persona    territorio        cmin prorrogará  escudo social  finales    octubre   salida   crisis   delante  avanzaremos   agenda verde  digital   igualdad  cohesión   ,autopromocio
0, vacunación  deja  lección   conocemos    sociedad española  une      proponga  invitamos   quieran contribuir  construir  españa  fuerte  rica  justa  ayudarnos  lograrlo  cuantos      futuro  país   ,presidencia
0, volvemos  rendir cuentas   ciudadanía      excepcional  vivimos   gobierno progresa   hoja  ruta  cumple  compromisos    año  medio  legislatura   totalidad    activados      cumplidos   cumpliendo2021  ,presidencia
0,  directo  presidente  gobierno     comparece   medios  comunicación  rendir cuentas  curso político    cumpliendo2021  ,presidencia
0,españa avanza  firmeza   recuperación    demuestran  datos    epa    creación     fuerte crecimiento   actividad   seguimos trabajando  impulsar  cifras  cumpliendo objetivos gracias   vacunación    planderecuperación   ,presidencia
0, salud mental    salud     silencio  debate    corresponde pasar  debate   acción   dejar   personas  problemas  salud mental atrás     prioridad   determinación    ,interior
0, jefe  ejecutivo      asistido    toma  posesión   altos cargos   presidencia  gobierno   palacio   moncloa        ,presidencia
0, rebajas históricas   autopista ap 9 entrarán  vigor   00 00 horas   noche   real decreto    bonificaciones   publicado       cumplimos  galicia   ahorro  galicia     info   ,autopromocio
0, economía española recuperará  2022  nivel previo   pandemia       aprobación  techo  gasto  ponemos  marcha  proceso   presupuestos 2022  sigan impulsando     planderecuperación     crecimiento  sólido  sostenible  inclusivo   ,autopromocio
0, gobierno aprueba   cmin  oferta   público  2021      número  empleos ofertados  año  incrementa  8 5     2020     oep2021      serie histórica   30 445 plazas     detalles    ,presidencia
0,   aprobado   cmin medidas urgentes frente    violenciamachista   mejorar  detección precoz   acompañamiento   víctimas  implicar   sociedad   erradicación   violencia   mujeres   necesitamos      lucha   ,igualtat i feminismes
0,  cmin aprueba  límite  gasto  financiero  2022     paso clave   elaboración    pge2022  llamados  consolidar  crecimiento económico   transformación  españa   país  productivo  moderno   justo socialmente   feminista  ecologista   ,presidencia
0,  construir  españa  fuerte  justa  verde  feminista  cohesionada   damos  pasos   camino  aprobamos  techo  gasto  2022  avanzando   presupuestos  consolidarán  recuperación  atendiendo  bienestar    ciudadanía   ,presidencia
0,  directo rueda  prensa posterior   cmin   portavoz  gobierno  isabel rodríguez   vicepresidenta  ministra    minecogob  nadia calviño    ministra     maría jesús montero   ,presidencia
0,medidas urgentes    violenciadegénero   techo  gasto   oferta   público     temas abordados    consejo  ministros  presidido        finalización   portavoz  gobierno ofrecerá detalles   asuntos acordados   ,presidencia
0, espectacular  maialen chourraut     medalla consecutiva   juegos olímpicos   leyenda   deporte   k1 slalom   medalla  españa   tokyo2020   enhorabuena   plata       elcorazondeespaña  ,presidencia
0, jefe  ejecutivo     preside  reunión  comité  seguimiento   covid19  analizar  evolución   pandemia   ritmo  vacunación       25 millones  personas    pauta completa  españa    yomevacunoseguro  ,presidencia
0, enhorabuena  david valero      bronce     oro   remontada épica   medalla  españa   juegos olímpicos   tokyo2020   prueba  mountain bike     elcorazóndeespaña  ,presidencia
0, comité  seguimiento   covid19   cmin  viaje oficial   unidos  real patronato  santiago  medalla  oro    díadegalicia      actividad  semana  pg        ,autopromocio
0, derechos  servicios      vivan  vivan   gobierno  comprometido  galicia   muestra  hitos   llegada inminente   alta velocidad   rebaja histórica   peajes   autopista  atlántico  aprobaremos     cmin   ,presidencia
0, camino frente  virus     santiago    camino colectivo   compañerismo  solidaridad  gracias    personas    esfuerzo    exitoso avance   vacunación    enhorabuena  dispositivo gallego   recibe   medallagalicia   ,interior
0,  directo   presidente  gobierno     interviene   ceremonia  entrega   medalla  oro  galicia    año distingue  dispositivo  vacunación     díadegalicia  ,presidencia
0, pg      participado    reunión  real patronato  santiago  2003   presidida  felipe vi     encuentro   aprobado  propuesta estratégica plurianual  contempla inversiones   capital gallega      281 m    ,autopromocio
0,madrid   españa    enhorabuena    paseo  prado   retiro   patrimonio mundial   unesco   merecido reconocimiento   espacio   capital  engrandece  legado histórico  artístico  cultural    felicidades   madridpatrimoniomundial  ,presidencia
0, conoces  web       facilita contenidos oficiales  actualizados   distintas formas  acceder   fondos   planderecuperación   dirigida   ciudadanía  autónomos as  pymes  empresas  organizaciones   entra   ,autopromocio
0,  recuperación económica    fondos europeos    éxito    disposición  gobierno    acompañamiento empresarial  social   falta  oposición    conversación  jose manuel romero       pais     ,presidencia
0,parabéns ás galegas  galegos   díadegalicia    año  xacobeo     duda     esperanza   revitalización   juntos  juntas lideramos  camino   recuperación  volver  llenar   regiones  progreso  bienestar social  merecen    25dexullo  ,autopromocio
0,españa    55    población totalmente vacunada    vuelve  recoger  impresionante ritmo  vacunación   avanza  país   gracias    personas  hacéis   diario   éxito    seguimos   yomevacunoseguro  ,salut
0, brava  adriana cerezo    inauguramos  medallero olímpico  españa   tokyo2020   espectacular combate  taekwondo    lección  madurez   joven madrileña  17 años    espera  carrera inmensa   enhorabuena   medalla  plata     elcorazóndeespaña  ,presidencia
0,  planderecuperación   oportunidad excepcional  afrontar  retos   digitalización    camino    compañías inviertan   país   infraestructuras  tecnologías        ideas abordadas        ,presidencia
0,  directo   presidente  gobierno     comparece   medios   viaje  carácter económico   promoción  inversiones     ee uu   ,presidencia
0, emprendimiento basado   innovación  ganando  peso innegable  españa       invertir   ecosistema  startups      emprendedores as españoles   acompañan   eeuu   reunimos  fondos  capital riesgo   siliconvalley   ,presidencia
0,          potencial tecnológico  españa   medidas   impulsando   gobierno  maximizar  ventajas   transición digital     temas    hablaremos    ,presidencia
0, presidente  gobierno   reunido   paloalto   ceos  hp  intel  qualcomm  paypal  linkedin  levi s   objetivo  presentar  oportunidades  negocio  ofrece españa    marco   planderecuperación   énfasis   impulso   transformación digital   ,presidencia
0,today   met with   cook in cupertino  spain knows that the digital transformation is  priority and our  recoveryplan offers   unique opportunity to take  this challenge  there is  better time for tech giants like apple to invest in our country   ,autopromocio
0,productiva reunión    cook  san francisco  españa    transformación digital  prioritaria    planderecuperación  brinda  oportunidad   afrontar  reto     ocasión    tecnológicas  apple inviertan   país   ,presidencia
0,arrancan  jjoo   tokyo2020    juegos  esperados  especiales    muestra  superación    enormes valores  infunde  deporte      éxitos     deportistas    distancia    país   apoyando     elcorazóndeespaña  ,presidencia
0,   aparece  equipo olímpico español   ceremonia inaugural    belmont    craviotto   cabeza     elcorazóndeespaña late  fuerte       dale rt          ganas  verlos desfilar     ,autopromocio
0, mujeres asesinadas  24 horas    crímenes machistas   sobrecogen   reafirman   compromiso primordial   gobierno  erradicar   sociedad  forma  violencia   mujeres    cariño   familias   nosqueremosvivas  ,igualtat i feminismes
0, excelente ritmo   vacunación  españa     25 millones  personas  pauta completa     planderecuperación   esperanza   modernización  transformación   economía española      temas abordados    entrevista        ,presidencia
0,   españa  potencia audiovisual   nivel     puesto  marcha  spainavshub    explicado  ceos   empresas audiovisuales  plan      país   escenario perfecto   proyectos    esperamos ,presidencia
0,we want to make spain an audiovisual superpower  that s why we ve created  spainavshub  in meetings today with the ceos of audiovisual giants   explained this plan and why our country is the perfect stage for their projects  we ll see you in spain   ,autopromocio
0,  directo  intervención  presidente  gobierno       evento españa hub audiovisual        spainavshub  ,presidencia
0,we  honored to show spain s president    amp    our work  spain hosts and staffs one of   s deep space network complexes and provided instruments to    amp     space is  big place and working together is  sure way to take it    ,presidencia
0,pronto celebraremos  apertura      ángeles   apuesta decidida   español   valores  transmiten  lengua  cultura    lazos   unen  eeuu   cervanteslosángeles    casa   hispano   hispánico   región   ,presidencia
0,  directo   pg     anuncia  creación    instituto cervantes   ángeles    evento organizado        promocionar  lengua  cultura españolas  ee uu    cervanteslosángeles  ,autopromocio
0,    ángeles  visitamos  jet propulsion laboratory      colaboran científicos españoles   investigación espacial    ámbito    estrechar  cooperación españa ee uu  avanzar   transformación tecnológica    d    prioridad   ,presidencia
0, pg     continúa  viaje  ee uu     ángeles     visita  jet propulsion lab        inauguración      ángeles  evento      entrevista       encuentro  ceos audiovisuales   evento españa hub audiovisual,presidencia
0,  25 millones  personas    pauta completa  españa  superamos   hito   vacunación  avanzando imparables   objetivo   inmunización colectiva           pandemia  seguimos     yomevacunoseguro  ,presidencia
0,  palabras  puedan expresar  sentimientos   lacra  vuelve  golpear   sociedad   pararemos  acabar    violenciamachista    solidaridad   familia  seres queridos   mujer asesinada  madrugada  madrid   niunamenos  ,igualtat i feminismes
0,  seguir actuando   actuábamos    pandemia    modernizar  economías  españa    condiciones   determinación política necesarias    gracias      entrevista            ,presidencia
0,today  we inaugurated the new commercial office of spain in new york  its work  like that of our other offices  positions spain as one of the most attractive countries to invest in europe  they will continue to be vital in this new period of just and sustainable growth ,autopromocio
0,inauguramos   sede   oficina comercial  españa   york   labor     resto  oficinas  sitúa   país      atractivos  europa  invertir  seguirán  decisivas   etapa  crecimiento justo  sostenible  iniciamos   ,presidencia
0, mañana   reunido   larry fink  presidente      hablado    frente   retos globales  compartimos  visión optimista   recuperación   economía mundial   pandemia   recuperación    sostenible  inclusiva   ,presidencia
0,  directo  intervención  presidente  gobierno       inauguración    sede   oficina económica  comercial  españa   york   ,presidencia
0,  directo   jefe  ejecutivo     participa   entrevista coloquio organizada       sede  instituto cervantes   york    newyork   ,presidencia
0,productivo encuentro       compartido  prioridades  gobierno  españa    etapa     esfuerzos  centran   recuperación justa   cambio climático   educación pública    temas   conversación   ,accio climatica alimentacio i agenda rural
0,españa ofrece excelentes oportunidades  inversión   recuperación económica post covid    presentado  inversores  fondos  capital   nuevayork  facilidades  presenta  país  especialmente   pilares clave   transición ecológica   digital ,presidencia
0,spain offers excellent investment opportunities in the post covid economic recovery  today we have presented to investors and equity funds in  newyork the advantages of our country  especially in two key pillars  the green transition and the digital transition   ,autopromocio
0, placer      joe  españa  definiendo  hoja  ruta  modernizar  economía   contar   sector privado  ee uu     viajado    países debemos  aliados frente    retos globales ,presidencia
0, pleasure to be    joe today  spain is defining the roadmap to modernize its economy and wants to count  the  private sector  that is why we travelled here  both countries must be allies in the face of great global challenges   ,autopromocio
0,joining  now  prime minister of spain pedro sánchez  ,interior
0, pg        ee uu    viaje  carácter económico   promoción  inversiones  distintas ciudades     york    reunión        entrevista     inauguración oficina económica  comercial  españa  ,presidencia
0, gobierno aprueba  proyecto  ley   memoriademocrática    norma estructurada  torno  protagonismo   reparación integral   víctimas   guerra civil   dictadura    políticas    justicia  reparación  garantías   repetición       ,justicia
0,  psoe mostramos   absoluta condena   ataques ocurridos    horas   aeropuerto  kabul    solidaridad   víctimas     personas   sufriendo  dramática situación  vive  país   ,presidencia
0,   curso     juntos  desplegar  reformas  inversiones   planderecuperación     plan  país      jóvenes  futuro  basado  crecimiento   verde   digital   inclusivo    igualitario  fondoseuropeos  nextgenerationeu    ,presidencia
0,        recuperación justa     traslade  salarios    jóvenes  pensiones       compromiso  gobierno    info   web     ,presidencia
0,   gob   españa    transferencia económica   ccaa        16 000 millones     año      13 500 millones     año     educación   prioritaria   reparto   fondos        alegria     ,presidencia
0,  curso  apostado   presencialidad absoluta    etapas     cursos    educación presencial                  cuidando  salud emocional   estudiantes        alegria     ,autopromocio
0,  datos      abandonar  prudencia   respeto   medidas  higiene  fundamental       lavado  manos     mascarillas     ventilación frecuente        alegria     ,autopromocio
0, curso    comenzar         experiencia adquirida       vacunación    éxito   llegando   estudiante  jóvenes        alegria     ,autopromocio
0,    pierdas   minutos  entrevista    alegria ministra              síguela  directo      ,presidencia
0,pido   oposición  abandone  confrontación    unamos  votando  favor   importante acuerdo   pensiones     mañana           grupos políticos  acuerdo          navalmoral   mata   ,autopromocio
0, acuerdo logrado  semana  torno   pensiones    cmin  3 elementos esenciales     reconstrucción  consenso social    revalorización   pensiones    clarificación   fuentes  financiación   seguridad social         ,autopromocio
0, vacunación  recuperación económica         justa     trasladándose      salarios      jóvenes    jubilaciones dignas   mayores          ,autopromocio
0,subrayar  extraordinaria colaboración   proceso  vacunación   ccaa  concretamente  extremadura     70    extremeños  pauta completa      éxito    profesionales sanitarios   compromiso cívico   ciudadanía          ,autopromocio
0, solidaridad  empatía   familiares  menor    fallecido   localidad  peñíscola   agradecer   cuerpos  fuerzas  seguridad      localizar   madre desaparecida   derrumbe          navalmoral   mata   ,accio climatica alimentacio i agenda rural
0,seguimos  atención  labores  rescate    llevando  cabo  peñíscola  lamentamos profundamente  noticia  fallecimiento   joven  15 años     cariño   familia    apoyo   equipos  emergencia    ,interior
0, medalla  plata    llega   piscina        tokyo2020        fantástico toni ponce           medalla paralímpica     bravo   87     final    españoles         26  orgullosos       ,interior
0,  pp    deslealtad  mentiras  contradicciones      garantizar  aprobar  derechos  libertades       ,autopromocio
0,lorca  votaría   confunden   víctimas   problema  estigmatizan  pretenden retroceder  derechos       libres    votaría   miran      injusticias        suscitan   ,justicia
0, carta  derechos digitales garantiza  derecho   accesibilidad   entorno digital        asegura  accesibilidad universal      asegura  derecho   alfabetización    educación digital     laespañaquehacemos      ,drets socials
0, relación   actuación  españa   crisis  afganistán     von der layen    tiempos  necesidad españa  demostrado humanidad  solidaridad     biden  reconoce  liderazgo  españa     propone pablo casado   aporta  pp         ,presidencia
0, casado  psoe  culpable   26 años  nefasta gestión  pp  murcia         vergüenza  casado cree   ayuso        gorda  mentira     tragan ,presidencia
0,tonterías  repiten    mantras  negarse  condenar  asesinato        asesinaron  lorca  socialista  masón  homosexual     atestiguan  documentos oficiales   época escritos   captores  asesinos   ,autopromocio
0,  empezando  recuperación                 españa     país   crezca  2022     90    empleos   perdieron   covid recuperados    recuperación económica  social    importante    vida      félix bolaños  ,salut
0,   cifras extraordinarias  vacunación      75    población vacunada   dosis     66  completamente inmunizada       mejores ritmos  vacunación  mundo gracias       coordinación    profesionales sanitarios     félix bolaños  ,autopromocio
0,  próximas horas llegarán      aviones       39    colaboradores           292 colaboradores          331 colaboradores  colaboradoras     félix bolaños  ,autopromocio
0,encantado          viaje oficial  ministro    presidencia     alcaldesa  parís   hidalgo   homenajeando        9   lucharon  liberar parís   fusilados  mount valérien        félix bolaños  ,autopromocio
0,ustedes pensaban     gobierno débil    oposición dura iba  tumbar        encontrado  gobierno resiliente       dedica   promoción económica   imagen   país   marco  diplomacia económica        diputación permanente  ,presidencia
0,enhorabuena   atleta paralímpico  76   inaugura  medallero   teamesp      juegos paralímpicos   tokyo2020   merecida medalla     50 metros braza s3       familiaparalimpica    ,autopromocio
0,  señor casado dará explicaciones    aprobó    alarma    pp apoyó  medida      ustedes  capaces  entrar  contradicciones     cosa    contraria        sicilia  diputación permanente  ,presidencia
0, políticas económicas  pedro sánchez ofrecen  modelo   izquierda europea        escribe        gobierno liderado    marca  camino  seguir   socialdemocracia  europa      ,presidencia
0, hablado    personas   llegado     calvario   llevan  mano  corazón  dando  gracias  españa      tratamos  traer  mujeres especialmente perseguidas   bebés  niños     margarita robles     ,igualtat i feminismes
0, diré  contundencia         humanamente                            mérito   ffaa    jugando  vida     margarita robles     ,salut
0, ffaa realizan  esfuerzo sobrehumano  ponen  riesgo   vida   situación dramática     operación  dura     evacuaciones  difíciles   historia        cabeza  corazón     margarita robles     ,salut
0,     días  comenzamos   día           pierdas  entrevista  margarita robles  ministra      programa          9 00h      puedes seguirla  directo      ,presidencia
0,decimos adiós   leyenda   batería    decías   quiero dejar  tocar  temo dejarlo  hacerme viejo   seguro   tocaremos     semana  bognor regis                        batería  seguirá marcando  ritmo   ,autopromocio
0, carta  derechos digitales garantiza  derecho   protección   menores         responsables   menores velarán    usen  entornos digitales   equilibrada  responsable     laespañaquehacemos      ,drets socials
0,triste  atadura  pp  cs   ultraderecha    almeida elimina  callejero  nombre  justa freire  profesora  luchadora   igualdad  oportunidades   coloca   general franquista     libertad    insulto    memoriademocrática  ,presidencia
0,intentaron borrar  miguel hernández     3 000 ejecutados   almudena     tocado  justa freire      partido popular vuelve  posicionarse    ultraderecha      libertad    insulto    memoriademocrática    ,presidencia
0,  rotunda condena   confirmación       asesinato   violenciamachista   mujer  43 años   navarra   7  julio    mujeres asesinadas  2021  ascienden  33       gritamos   bastaya   nosqueremosvivas  ,igualtat i feminismes
0, defensa   derechoshumanos   afganistán   especial   mujeres   niñas    intervenido    ss31    hrc    españa insta  consejo    marcha   mecanismos disponibles  garantizar   ddhh  afganistán            ,accio exterior i govern obert
0, ocurrido   mar menor  fruto   inacción    gob  murciano    ejercer  competencias     gob        asunto  absoluta sensibilidad   proyectos concretos   recuperación   ecosistemas   zona           cmin  ,accio climatica alimentacio i agenda rural
0, relaciones         subrayan  liderazgo internacional   asumido           puesto    solidaridad   país   crisis humanitaria         visto reflejado   colaboración   bases  morón  rota           cmin  ,presidencia
0,      actuado  diligencia    reconocer      trabajos  prevención  extinción  incendios   esfuerzo    instituciones      papel   sociedad civil   momentos  complicados           cmin  ,igualtat i feminismes
0,declaración  zona afectada gravemente   emergencia  protección civil      afecta   ccaa   sufrido incendios forestales   fenómenos  distinta naturaleza      incluye  paquete  ayudas  paliar daños personales  materiales     cmin  ,autopromocio
0,  proyecto  ley  gobierno     recupera  consenso   diálogo social   marco  pacto  toledo       objetivo  recuperar     público   tranquilidad   pensionistas       mañana            cmin  ,interior
0,garantizar   adquisitivo   pensiones  reforzar  sostenibilidad financiera  social    objetivo      dotar  sistema  certidumbre    mantenimiento   pensiones  continuar trabajando  respaldar  equilibrio  sistema     cmin  ,autopromocio
0,actualización  datos   evacuación          llegado 800 personas        acogido    250    previsión  entrada  290 personas      previsión  salida  242 personas    muestra   mejores valores               cmin  ,presidencia
0, mujer    entrañable calor  abriga   mundo  golpea    calor    mujeres      conocí   forjaron  suelo común      interesante lectura veraniega   recomienda      infolibre      ,igualtat i feminismes
0, definitiva   semana   realidad   impuesto   titulares   partido popular           arrimar  hombro    buscar  excusa   oposición     realidadpparalela,autopromocio
0,      excluyen   reconocimiento  25 países   labor           joe biden habla     elogia  liderazgo       hora  movilizar apoyo internacional   mujeres  niñas           ,interior
0,    habla   líderes  sánchez  figura   lista         presidente  consejo europeo   presidenta   comisión europea agradecen     gestión  liderazgo  gobierno      acabar       ,presidencia
0,  alpargatas  decide    verano     ponernos zapatos    estresa          recibimos  9 000 millones  euros   planderecuperación            ,presidencia
0,   completar  calendario  vacunación    debería  enfrascado  gobierno   nación             líder mundial   proceso  vacunación       ,presidencia
0,emociona    ministra  defensa margarita robles  recibiendo   afganas  afganos  llegan  españa huyendo  terror   día   político pierde  empatía   humanidad   pierde   deja  merecer  pena  frente   extremismos  hechos   ,presidencia
0, prioridades      cooperación    humanidad    concordia    convivencia    igualdad    diversidad    cohesión    reforzar  lazos   sociedad                       españasinodio  ,igualtat i feminismes
0, carta  derechos digitales garantiza  derecho  acceso  internet        acceso universal  asequible   calidad   discriminatorio  internet    población      impulso  políticas públicas  garantizarlo    laespañaquehacemos      ,drets socials
0,    victoramor escribe       vuelta  pueblo   realidad lgtbi   entorno rural   piezas    encajan   puzzle   diversidad   imprescindible lectura     ,autopromocio
0,  historia  recuerda   democracias  frágiles     día europeo  conmemoración   víctimas  estalinismo   nazismo   importante  preservemos  memoria   víctimas  reafirmemos     democracia   paz   continente   ,justicia
0, política  vale    pediría altura  miras  voluntad     españa   conjunto    gobierno   ffaa   salvando vidas    arrimar  hombro   buscar   resquicio    oposición    margarita robles     ,presidencia
0, puente aéreo       pretende traer  máximo número  personas    mujeres  niños        obligación internacional  velar     margarita robles       laespañaquehacemos   ,inmigracio
0, ffaa    personal llevan    semana  descansar  trabajando    humanidad      máximo esfuerzo  traer    personas posibles         momentos vienen   260 personas   margarita robles     ,interior
0,  pierdas     13 30  entrevista   ministra     margarita robles        puedes seguirla  directo       laespañaquehacemos     ,presidencia
0,   arranca    planderecuperación       1 000 millones  ayudas  crear zonas  bajas emisiones       transformación digital sostenible  transporte urbano    laespañaquehacemos      ,presidencia
0,  23  agosto  1888  celebró  1  congreso         piso  número 12   barcelonesa calle   aurora       octubre  celebrará  40 congreso        siempresocialistas  leer      ,presidencia
0, presidente  gobierno    continuamente  contacto          procesos  coordinación interna impecables     ministro   presidencia  hablado   portavoces políticos            ,presidencia
0,funcionarios     observando  plan  actuación  torrejón        trasladado    inspirado     desarrollado    récord    desarrollarán  parecido  bases                  laespañaquehacemos   ,autopromocio
0, objetivo  compromiso  gobierno          personas identificadas  colaboradores  quieren salir salgan              laespañaquehacemos   ,presidencia
0,españa    actitud  generosa   amplia        llegar  máximo número  personas  familias   colaborado                laespañaquehacemos   ,presidencia
0,     días  comenzamos  mañana      pierdas  entrevista     ministro      programa          9 15h      puedes seguirla  directo      ,presidencia
0,  gobernar     gente    gobernar   izquierda    gobernar  odio    gobernar  progresismo     españasinodio  ,autopromocio
0,seguimos reforzando  estructura  bienestar  protección social      prorrogamos  escudo social   31  octubre     laespañaquehacemos     ,autopromocio
0,quiero transmitir  solidaridad   tragedia    fuegos    catástrofes     tónica habitual  provoca  desgarro material  emocional   zonas  afectan      cambio climático     principales causantes         ,autopromocio
0, gobierno     ayudará    sufrido  pérdida derivada   catástrofes    cm adoptará  acuerdo declarando zonas gravemente afectadas  emergencia        sufrido incendios   tipo  catástrofes naturales         ,presidencia
0, gobierno  españa  agradecer     combaten   fuego arriesgando   vidas  gracias   solidaridad   compromiso  profesionalidad       unidad    administraciones  primordial         ,presidencia
0,   directo  comparecencia  presidente  gobierno     vicepresidenta   ministra         zonas afectadas   incendios  ávila    laespañaquehacemos   ,presidencia
0,  días     presidente  gobierno    visitará    vicepresidenta   ministra        zonas afectadas   incendios  ávila     síguela     11 00   redes   ,presidencia
0,   gobierno                considerado marruecos   aliado estratégico      aliados     vecinos     hermanos       oportunidad  redefinir  relaciones          laespañaquehacemos   ,presidencia
0,solidaridad  unidad   desafío común       capacidad    acoger     base militar    800 personas     aliados  asumiendo  cuota  responsabilidad   desafío         laespañaquehacemos   ,interior
0, cumplido  32 8    1 463 compromisos adquiridos      previsión  38 2     semestre     laespañaquehacemos     ,autopromocio
0,  quisieron apagar  recuerdo    millones  españoles   repetimos  nombre          recordamos  homenaje  federico garcía lorca  realizamos   miércoles   granada natal     ,presidencia
0, carta  derechos digitales garantiza  derecho   igualdad   discriminación        principio  igualdad aplicable   entornos digitales   particular      efectiva  hombres  mujeres      laespañaquehacemos      ,igualtat i feminismes
0, fuerzas armadas   cuerpos  fuerzas  seguridad      terreno   máximo esfuerzo                     número  colaboradores                  laespañaquehacemos   ,autopromocio
0,mañana acompañarán  presidente                           corazón político  centro   valores                 laespañaquehacemos   ,presidencia
0, base  torrejón   hub  recepción  refugiados           llegarán  vuelos       europeo     español              laespañaquehacemos   ,autopromocio
0, 20  mayo  2021  pleno      aprobó  ley  protección integral   infancia    adolescencia        hilo  explicamos   consisten  claves   legislación   1 5   ,interior
0,  españa  hub   entrada  afganos evacuados   ue     pdte gobierno  españa  pdta comisión europea    pdte consejo europeo   visitarán instalaciones torrejón      contacto  secretario  eeuu       afganistan  ,presidencia
0,       contado  mañana         primeras horas   refugiados llegados  afganistán    emotivo testimonio  muestra   humanidad   detrás  operativos      ,accio exterior i govern obert
0, fuerza política           gobierno           asunto    compete    españoles  fuerzas políticas                                              laespañaquehacemos   ,presidencia
0, propuesta        hub     proviene         presidente              contacto constante             ,presidencia
0, trabajando codo  codo    aliados       españa  convertirá   hub          centro político  corazón   valores     representa            ,presidencia
0,   día esperanzador      2  vuelo   ffaa traerá  110 personas    grueso  afganos    colaborando               laespañaquehacemos   ,interior
0,    días    comenzamos   viernes    pierdas  entrevista     ministro          programa diario 24h          10 00        puedes seguirla  directo      ,presidencia
0,seguimos dando pasos firmes                        ley   eutanasia      ley   memoriademocrática      ley    cambioclimático     laespañaquehacemos     ,interior
0, carta  derechos digitales garantiza  derecho   herencia digital        reconocimiento  derecho   herencia digital    bienes  derechos   persona fallecida   entorno digital     laespañaquehacemos     ,drets socials
0,  quisieron callado       recordamos  obra   vida      podcast recordamos  poeta universal  plantó cara  odio    homenaje  federico garcía lorca  granada     escúchalo        dóndehaypartido  ,salut
0, evacuación realizada   tropas españolas  kabul  portada        solidaridad  compromiso mostrados     descanso     operativo  motivo  orgullo     ,autopromocio
0,seguimos avanzando  vacunación    internacional     francés   figaro destaca    páginas  liderazgo español      población vacunada     ,accio exterior i govern obert
0, política    vida   llena    instantes decisivos     hablaba cartier bresson    gracias     enorme sensibilidad   capaces  capturarlos     3 eva ercolanese carmen navarro   juan luis recio   diamundialdelafotografia  ,presidencia
0, sistema  acogida   tensionado   red estatal  absorber  solicitudes     agradecidos   ccaa    ayuntamientos   formalizado  disponibilidad  apoyar  recursos               laespañaquehacemos   ,autopromocio
0,   ofrece   personas acogidas  proceso individualizado  integración   sociedad      analizarán  perfiles  encontrar       ubicarles   red estatal      diseño  inclusión social           ,presidencia
0, establecido  instalación  tránsito  torrejón      acogiendo  cooperantes  colaboradores  servicio exterior   eu      españa   punto  entrada              ,presidencia
0, gobierno actúa   instrumentos    control        acciones  llevamos    3 años   seguiremos actuando        interés   ciudadanos             laespañaquehacemos   ,presidencia
0,         transición energética    aumentar  eficiencia energética   viviendas  vehículos     fomentar  penetración   energías renovables   objetivo   energía  limpia  barata             ,autopromocio
0, país    paso     adecuado        ministro    preparado  operativo  tramitar  forma ágil  solicitudes  asilo     prioridad  familias  mujeres  niñas              laespañaquehacemos   ,igualtat i feminismes
0,  días       comenzamos  día   entrevista       vicepresidenta   ministra    minecogob               9 15h       pierdas       puedes seguirla  directo      ,presidencia
0,  85 aniversario  asesinato  f  g  lorca     recuerda  versos       muerte   muerte      poetas     dormidas     recuerda       quisieron callado   recordamos  vida  ,salut
0, preocupa   situación   cierne   mujeres  niñas       españa   refugio seguro   huyen                                     haremos   esfuerzos necesarios        ,igualtat i feminismes
0, viviendo  situación dramática        sociedad      socialistas    responden   altura   circunstancias                  sr  casado    centra  atacar  gobierno            juanespadas    félix bolaños  ,presidencia
0,  pide  casado    sume  esfuerzo   gobierno     sociedad  dispuesta  acoger  refugiados afganos      puedes leer  nota  prensa  acto homenaje  federico garcía lorca   web   ,presidencia
0,                                                                                cumplen 85 años   asesinato   federico garcía lorca   permanecerás imborrable navegando         85añossinlorca  ,presidencia
0, memoria democrática significa capacidad  resiliencia   igualdad  justicia  reparación  dignidad        compartir  valores     derechos humanos   memoria  educación   historia    futuro  hablar   sociedad  capaz         juanespadas  ,drets socials
0, ley  pormemoriademocrática    tramitando    oportunidad     vanguardia   federico   poeta universal    asesinaron    creía      ley  memoria                  juanespadas  ,interior
0,lorca  preguntaba       muerte   muerte      poetas     dormidas     recuerda    quisieron apagar  recuerdo    millones  españoles   repetimos  nombre  cantando libres     versos       ,presidencia
0, situación  pueblo afgano  preocupa   especial    mujeres   niñas        esfuerzos  garantizar  seguridad  pueblo afgano      país   espacio seguro   huyen   barbarie   feministas  socialistas         ,igualtat i feminismes
